name_native,locale_id,Geo Region,summary_en,name_en,wikipedia_url_en,image_url,alt_names,how_to_eat_en,tags,Season,Notes,Often Contains,Meal
清汤竹荪海参,zh-CN,China,Consommé of Bamboo Fungus and Sea Cucumbers,Consommé of Bamboo Fungus and Sea Cucumbers,,,,,,,,,
清汤蟹肉,zh-CN,China,Crab Meat in Clear Stock,Crab Meat in Clear Stock,,,,,,,,,
清炒大龙虾,zh-CN,China,Sautéed Lobster,Sautéed Lobster,,,,,,,,,
清炒水晶河虾仁,zh-CN,China,Sautéed River Shrimp,Sautéed River Shrimp,,,,,,,,,
清炒虾仁,zh-CN,China,Sautéed Shrimp,Sautéed Shrimp,,,,,,,,,
清炒贝仁,zh-CN,China,Sautéed Scallops,Sautéed Scallops,,,,,,,,,
清炒鲍贝,zh-CN,China,Sautéed Abalone and Scallops,Sautéed Abalone and Scallops,,,,,,,,,
清炒鳝糊,zh-CN,China,Sautéed Shredded Eel,Sautéed Shredded Eel,,,,,,,,,
清炖甲鱼汤,zh-CN,China,Stewed Turtle in Clear Stock,Stewed Turtle in Clear Stock,,,,,,,,,
清炖羊肉,zh-CN,China,Stewed Lamb in Clear Soup,Stewed Lamb in Clear Soup,,,,,,,,,
清炸里脊,zh-CN,China,Pan-Fried Pork Tenderloin,Pan-Fried Pork Tenderloin,,,,,,,,,
清蒸全鸡,zh-CN,China,Steamed Whole Chicken,Steamed Whole Chicken,,,,,,,,,
清蒸全鸭,zh-CN,China,Steamed Whole Duck,Steamed Whole Duck,,,,,,,,,
清蒸大闸蟹,zh-CN,"China, Shanghai","hairy crab steamed with ginger, and eaten with a dipping sauce of rice vinegar, sugar and ginger",steamed hairy crab,https://en.wikipedia.org/wiki/Chinese_mitten_crab#Culinary,,shanghai hairy crab,,,Autumn,The crab roe is especially prized,"Seafood,⚠️ Shellfish",Main
清蒸大闸蟹,zh-CN,China,Steamed Dazha Crabs,Steamed Dazha Crabs,,,,,,,,,
清蒸桂鱼,zh-CN,China,Steamed Mandarin Fish,Steamed Mandarin Fish,,,,,,,,,
清蒸武昌鱼,zh-CN,China,Steamed Wuchang Fish,Steamed Wuchang Fish,,,,,,,,,
清蒸火腿鸡片,zh-CN,China,Steamed Sliced Chicken with Ham,Steamed Sliced Chicken with Ham,,,,,,,,,
清蒸猪脑,zh-CN,China,Steamed Pig Brain,Steamed Pig Brain,,,,,,,,,
清蒸甲鱼,zh-CN,China,Steamed Turtle,Steamed Turtle,,,,,,,,,
清蒸白鳝,zh-CN,China,Steamed Eel,Steamed Eel,,,,,,,,,
清蒸石斑(桂鱼/左口鱼/鲈鱼/加 吉鱼/鳟鱼),zh-CN,China,Steamed Fish (Sea Bass / Mandarin/Flatfish / Perch / Sea Bream / Bull Trout),Steamed Fish (Sea Bass / Mandarin/Flatfish / Perch / Sea Bream / Bull Trout),,,,,,,,,
清蒸石斑鱼,zh-CN,China,Steamed Sea Bass,Steamed Sea Bass,,,,,,,,,
清蒸童子鸡,zh-CN,China,Steamed Spring Chicken,Steamed Spring Chicken,,,,,,,,,
清蒸蒜蓉带子,zh-CN,China,Steamed Scallop with Mashed Garlic,Steamed Scallop with Mashed Garlic,,,,,,,,,
清蒸闸蟹,zh-CN,China,Steamed River Crab,Steamed River Crab,,,,,,,,,
清蒸龙利,zh-CN,China,Steamed Flounder,Steamed Flounder,,,,,,,,,
清蛋牛肉,zh-CN,China,Fried Beef with Scrambled Eggs,Fried Beef with Scrambled Eggs,,,,,,,,,
清香苦苣,zh-CN,China,Endive with Sauce,Endive with Sauce,,,,,,,,,
温拌腰片,zh-CN,China,Mild Pig Kidney,Mild Pig Kidney,,,,,,,,,
港式脆皮虾,zh-CN,China,"Crispy Shrimps, Hong Kong Style","Crispy Shrimps, Hong Kong Style",,,,,,,,,
湖南牛肉,zh-CN,China,"Beef, Hunan Style","Beef, Hunan Style",,,,,,,,,
湖南虾,zh-CN,China,"Shrimps, Hunan Style","Shrimps, Hunan Style",,,,,,,,,
湖南鸡,zh-CN,China,"Flavored Chicken, Hunan Style","Flavored Chicken, Hunan Style",,,,,,,,,
湘味回锅肉,zh-CN,China,"Hot and Spicy Pork Slices, Hunan Style","Hot and Spicy Pork Slices, Hunan Style",,,,,,,,,
溜丸子,zh-CN,China,Sautéed Pork Balls with Brown Sauce,Sautéed Pork Balls with Brown Sauce,,,,,,,,,
溜肚块,zh-CN,China,Sautéed Sliced Pork Tripe,Sautéed Sliced Pork Tripe,,,,,,,,,
滑溜里脊片,zh-CN,China,Stir-Fried Sliced Pork Tenderloin,Stir-Fried Sliced Pork Tenderloin,,,,,,,,,
潮州烧雁鹅,zh-CN,China,"Roast Yane Goose, Chaozhou Style","Roast Yane Goose, Chaozhou Style",,,,,,,,,
潮式凉瓜排骨,zh-CN,China,"Spare Ribs with Bitter Melon, Chaozhou Style","Spare Ribs with Bitter Melon, Chaozhou Style",,,,,,,,,
潮式椒酱肉,zh-CN,China,"Fried Pork with Chili Soy Sauce, Chaozhou Style","Fried Pork with Chili Soy Sauce, Chaozhou Style",,,,,,,,,
澳带烩鱼肚,zh-CN,China,Braised Australian Fish Maw with Scallops,Braised Australian Fish Maw with Scallops,,,,,,,,,
澳洲龙虾（刺身/上汤焗/椒 盐）,zh-CN,China,Australian Lobster (Sashimi/Baked in Consimé/Fried with Spiced Salt),Australian Lobster (Sashimi/Baked in Consimé/Fried with Spiced Salt),,,,,,,,,
濕炒牛河,zh-CN,"China, Guangdong, Hong Kong",stir fried beef and wide rice noodles in a thick sauce,wet fried chow fun,,,"saucy beef chow ho fun, 豉椒牛河, 菜遠牛河, beef chow fun with gravy, beef and black bean chow fun",,,,,,
灌肠虾球,zh-CN,China,Juicy Prawn Balls,Juicy Prawn Balls,,,,,,,,,
火燎鸭心,zh-CN,China,Sautéed Duck Hearts,Sautéed Duck Hearts,,,,,,,,,
火爆川椒鸭舌,zh-CN,China,Stir-Fried Duck Tongues with Sichuan Chili,Stir-Fried Duck Tongues with Sichuan Chili,,,,,,,,,
火爆腰花,zh-CN,China,Sautéed Pig Kidney,Sautéed Pig Kidney,,,,,,,,,
火腿炒蛋,zh-CN,China,Scrambled Eggs with Ham,Scrambled Eggs with Ham,,,,,,,,,
火龙燕液翅,zh-CN,China,Stewed Shark Fin and Bird’s Nest Served in Dragon Fruit,Stewed Shark Fin and Bird’s Nest Served in Dragon Fruit,,,,,,,,,
炒大蛤,zh-CN,China,Sautéed Fresh Clams,Sautéed Fresh Clams,,,,,,,,,
炒小卷,zh-CN,China,Sautéed Squid Rolls,Sautéed Squid Rolls,,,,,,,,,
炒山瓜仔,zh-CN,China,Stir-Fried Baby Clams,Stir-Fried Baby Clams,,,,,,,,,
炒羊肚,zh-CN,China,Sautéed Lamb Tripe,Sautéed Lamb Tripe,,,,,,,,,
炒蟹,zh-CN,China,Sautéed Crab,Sautéed Crab,,,,,,,,,
炖大棒骨,zh-CN,China,Stewed Pork Bone,Stewed Pork Bone,,,,,,,,,
炸八块鸡,zh-CN,China,Fried Chicken (8 Pieces),Fried Chicken (8 Pieces),,,,,,,,,
炸炒脆鹿柳,zh-CN,China,Deep-Fried Crispy Venison Tenderloin,Deep-Fried Crispy Venison Tenderloin,,,,,,,,,
炸肉茄合,zh-CN,China,Deep-Fried Eggplant with Pork Stuffing,Deep-Fried Eggplant with Pork Stuffing,,,,,,,,,
炸芝麻鸭肝全蝎,zh-CN,China,Fried Duck Livers with Sesame Scorpions,Fried Duck Livers with Sesame Scorpions,,,,,,,,,
炸花生米,zh-CN,China,Deep-Fried Peanuts,Deep-Fried Peanuts,,,,,,,,,
炸鸡肝,zh-CN,China,Fried Chicken Gizzards,Fried Chicken Gizzards,,,,,,,,,
烤全羊,zh-CN,China,Roast Whole Lamb,Roast Whole Lamb,,,,,,,,,
烤羊腿,zh-CN,China,Roast Lamb Leg,Roast Lamb Leg,,,,,,,,,
烤羊里脊,zh-CN,China,Roast Lamb Tenderloin,Roast Lamb Tenderloin,,,,,,,,,
烤羔羊,zh-CN,China,Roast Lamb,Roast Lamb,,,,,,,,,
烤鲶鱼,zh-CN,China,Roast Fresh Catfish,Roast Fresh Catfish,,,,,,,,,
烤鸡,zh-CN,China,Roast Chicken,Roast Chicken,,,,,,,,,
烧椒皮蛋,zh-CN,China,Preserved Eggs with Chili Pepper,Preserved Eggs with Chili Pepper,,,,,,,,,
烧汁烩南野山菌,zh-CN,China,Braised Wild Mushrooms in BBQ Sauce,Braised Wild Mushrooms in BBQ Sauce,,,,,,,,,
烧汁香煎鸽脯,zh-CN,China,Pan-Fried Pigeon Breast with Gravy,Pan-Fried Pigeon Breast with Gravy,,,,,,,,,
烧鸡肉串,zh-CN,China,Roast Chicken Kebabs,Roast Chicken Kebabs,,,,,,,,,
烧鸭酥,zh-CN,China,Duck Meat Puff,Duck Meat Puff,,,,,,,,,
烩滑籽菇,zh-CN,China,Braised Mushrooms,Braised Mushrooms,,,,,,,,,
烩蒜香肚丝,zh-CN,China,Braised Shredded Pork Tripe with Mashed Garlic,Braised Shredded Pork Tripe with Mashed Garlic,,,,,,,,,
烩鸭四宝,zh-CN,China,Braised Four Delicacies of Duck,Braised Four Delicacies of Duck,,,,,,,,,
焗肉排,zh-CN,China,Baked Spare Ribs,Baked Spare Ribs,,,,,,,,,
煮壳花生,zh-CN,China,Boiled Unshelled Peanuts,Boiled Unshelled Peanuts,,,,,,,,,
煮鸡蛋,zh-CN,China,Boiled Egg,Boiled Egg,,,,,,,,,
煎烹虾仁,zh-CN,China,Fried and Simmered Shrimp,Fried and Simmered Shrimp,,,,,,,,,
煎猪柳,zh-CN,China,Pan-Fried Pork Fillet,Pan-Fried Pork Fillet,,,,,,,,,
煎蛋,zh-CN,China,Omelet,Omelet,,,,,,,,,
煎银鳕鱼,zh-CN,China,Pan-Fried Codfish Fillet,Pan-Fried Codfish Fillet,,,,,,,,,
煎鲳鱼,zh-CN,China,Pan-Fried Pomfret,Pan-Fried Pomfret,,,,,,,,,
熏三文鱼,zh-CN,China,Smoked Salmon,Smoked Salmon,,,,,,,,,
熏鱼,zh-CN,"China, Shanghai","fish that is marinated in soy sauce, wine and spices and then deep fried, giving it a smokey flavor",smoked fish,,,"熏魚, xun yu",,traditional,,Despite the name the fish is not smoked but deep fried,"Alcohol,⚠️ Fish,⚠️ Soy",Side
熏鸡,zh-CN,China,Smoked Chicken,Smoked Chicken,,,,,,,,,
燕窝鸽蛋,zh-CN,China,Bird’s Nest with Pigeon Eggs,Bird’s Nest with Pigeon Eggs,,,,,,,,,
爆炒双脆,zh-CN,China,Sautéed Duck Gizzard and Pork Tripe,Sautéed Duck Gizzard and Pork Tripe,,,,,,,,,
爆炒牛肋骨,zh-CN,China,Stir-Fried Beef Ribs,Stir-Fried Beef Ribs,,,,,,,,,
爆炒鳝鱼丝,zh-CN,China,Stir-Fried Shredded Eel,Stir-Fried Shredded Eel,,,,,,,,,
爽口白菜丝,zh-CN,China,Shredded Chinese Cabbage,Shredded Chinese Cabbage,,,,,,,,,
爽口碧绿百叶,zh-CN,China,Beef Tripe with Green Vegetable,Beef Tripe with Green Vegetable,,,,,,,,,
爽口西芹,zh-CN,China,Celery with Sauce,Celery with Sauce,,,,,,,,,
牛肉丸,zh-CN,China,Stewed Beef Meatballs,Stewed Beef Meatballs,,,,,,,,,
牛肉炖土豆,zh-CN,China,Stewed Beef with Potatoes,Stewed Beef with Potatoes,,,,,,,,,
牛腩煲,zh-CN,China,Stewed Beef Brisket in Casserole,Stewed Beef Brisket in Casserole,,,,,,,,,
牡丹珠圆鸡,zh-CN,China,Chicken and Crab Roe with Shrimp Balls,Chicken and Crab Roe with Shrimp Balls,,,,,,,,,
特色牛蹄,zh-CN,China,House-Special Beef Tendon,House-Special Beef Tendon,,,,,,,,,
猪肉炖粉条,zh-CN,China,Braised Pork with Vermicelli,Braised Pork with Vermicelli,,,,,,,,,
猴头菇扒鱼唇,zh-CN,China,Braised Fish Snout with Mushrooms,Braised Fish Snout with Mushrooms,,,,,,,,,
玉米煲排骨,zh-CN,China,Pork Rib and Corn in Casserole,Pork Rib and Corn in Casserole,,,,,,,,,
珊瑚笋尖,zh-CN,China,Shredded Bamboo Shoots,Shredded Bamboo Shoots,,,,,,,,,
珍菌滑炒肉,zh-CN,China,Sautéed Pork with Mushroom,Sautéed Pork with Mushroom,,,,,,,,,
琥珀核桃,zh-CN,China,Honeyed Walnuts,Honeyed Walnuts,,,,,,,,,
琥珀花生,zh-CN,China,Honeyed Peanuts,Honeyed Peanuts,,,,,,,,,
瑶柱鸡丝烩生翅,zh-CN,China,Braised Shark Fin with Shredded Chicken and Scallops,Braised Shark Fin with Shredded Chicken and Scallops,,,,,,,,,
瓦窑鸡,zh-CN,China,Barbecued Chicken,Barbecued Chicken,,,,,,,,,
甜酸鸡,zh-CN,China,Sweet and Sour Chicken,Sweet and Sour Chicken,,,,,,,,,
甜酸鸡腿肉,zh-CN,China,Sweet and Sour Chicken Leg Meat,Sweet and Sour Chicken Leg Meat,,,,,,,,,
生炒乳鸽松,zh-CN,China,Sautéed Dried Pigeonneau Floss,Sautéed Dried Pigeonneau Floss,,,,,,,,,
生炒鸭松,zh-CN,China,Sautéed Minced Duck,Sautéed Minced Duck,,,,,,,,,
生煎包,zh-CN,"China, Shanghai",pork buns that are fried so that the bottom of the bun is a crispy golden brown,fried pork buns,,,,,"bao,bun",,,"⚠️ Wheat,🐖 Pork",Snack (Savory)
生腌百合南瓜,zh-CN,China,Marinated Lily Bulbs and Pumpkin,Marinated Lily Bulbs and Pumpkin,,,,,,,,,
甲鱼（淮杞炖/清炖/干锅/泡 饼）,zh-CN,China,"Turtle（Steamed with Chinese Wolfberry, Stewed, Griddled/ Served with Pancake）","Turtle（Steamed with Chinese Wolfberry, Stewed, Griddled/ Served with Pancake）",,,,,,,,,
甲鱼烧肉,zh-CN,China,Braised Turtle with Diced Pork,Braised Turtle with Diced Pork,,,,,,,,,
番茄炖牛腩,zh-CN,China,Stewed Beef Brisket with Tomato,Stewed Beef Brisket with Tomato,,,,,,,,,
白切鸡,zh-CN,"China, Guangdong",salt marinated and steamed whole chicken,white cut chicken,https://en.wikipedia.org/wiki/White_cut_chicken,https://upload.wikimedia.org/wikipedia/commons/a/ae/BeiQieJi-WhiteCutChicken.jpg,"白切雞, bai qie ji",,,,The chicken is cut up into pieces before serving,,Main
白切鸡,zh-CN,China,"Boiled Chicken Slices (Served with Soy Sauce, Ginger Sauce or Ginger and Scallion Sauce)","Boiled Chicken Slices (Served with Soy Sauce, Ginger Sauce or Ginger and Scallion Sauce)",,,,,,,,,
白扒鱼翅,zh-CN,China,Braised Shark Fin in White Sauce,Braised Shark Fin in White Sauce,,,,,,,,,
白扒鱼肚,zh-CN,China,Braised Fish Maw in Cream Sauce,Braised Fish Maw in Cream Sauce,,,,,,,,,
白椒炒鸡胗,zh-CN,China,Sautéed Chicken Gizzards with Pepper,Sautéed Chicken Gizzards with Pepper,,,,,,,,,
白汁拆烩鲢鱼头,zh-CN,China,Stewed Silver Carp Head in Cream Sauce,Stewed Silver Carp Head in Cream Sauce,,,,,,,,,
白汁炒鱼唇,zh-CN,China,Sautéed Fish Snout in Cream Sauce,Sautéed Fish Snout in Cream Sauce,,,,,,,,,
白汁烧裙边,zh-CN,China,Stewed Turtle Rim in Cream Sauce,Stewed Turtle Rim in Cream Sauce,,,,,,,,,
白汁煎封银鳕鱼,zh-CN,China,Pan-Fried Codfish in Cream Sauce,Pan-Fried Codfish in Cream Sauce,,,,,,,,,
白灵菇扒鲍片,zh-CN,China,Sautéed Sliced Abalone with Mushrooms,Sautéed Sliced Abalone with Mushrooms,,,,,,,,,
白灵菇扣裙边,zh-CN,China,Braised Mushrooms with Turtle Rim in Bowl,Braised Mushrooms with Turtle Rim in Bowl,,,,,,,,,
白灵菇扣鸭掌,zh-CN,China,Mushroom with Duck Webs,Mushroom with Duck Webs,,,,,,,,,
白灵菇牛柳,zh-CN,China,Sautéed Beef Fillet with Mushroom,Sautéed Beef Fillet with Mushroom,,,,,,,,,
白灵菇韭黄炒鳕鱼球,zh-CN,China,Sautéed Codfish Balls with Mushrooms and Chives,Sautéed Codfish Balls with Mushrooms and Chives,,,,,,,,,
白灵菇鸡片,zh-CN,China,Sautéed Chicken Slices with Mushroom,Sautéed Chicken Slices with Mushroom,,,,,,,,,
白灼生中虾,zh-CN,China,Boiled Simmered Prawns,Boiled Simmered Prawns,,,,,,,,,
白灼肥牛,zh-CN,China,Boiled Beef Slices,Boiled Beef Slices,,,,,,,,,
白灼花枝片,zh-CN,China,Boiled Sliced Cuttlefish,Boiled Sliced Cuttlefish,,,,,,,,,
白灼虾,zh-CN,China,Boiled Prawns,Boiled Prawns,,,,,,,,,
白玉蒸扇贝,zh-CN,China,Steamed Scallops with Tofu,Steamed Scallops with Tofu,,,,,,,,,
白菌炒蛋,zh-CN,China,Scrambled Eggs with Mushroom,Scrambled Eggs with Mushroom,,,,,,,,,
白菜心拌蜇头,zh-CN,China,Marinated Jellyfish Head and Heart of Chinese Cabbage,Marinated Jellyfish Head and Heart of Chinese Cabbage,,,,,,,,,
白菜豆腐焖酥肉,zh-CN,China,Braised Pork Cubes with Tofu and Chinese Cabbage,Braised Pork Cubes with Tofu and Chinese Cabbage,,,,,,,,,
百叶红烧肉,zh-CN,China,Stewed Pork Cubes and Tofu Skin in Brown Sauce,Stewed Pork Cubes and Tofu Skin in Brown Sauce,,,,,,,,,
百合虾球,zh-CN,China,Sautéed Prawn with Lily Bulbs,Sautéed Prawn with Lily Bulbs,,,,,,,,,
百花酿蟹钳,zh-CN,China,Fried Crab Claws Stuffed with Minced Shrimp,Fried Crab Claws Stuffed with Minced Shrimp,,,,,,,,,
百花酿辽参,zh-CN,China,Steamed Sea Cucumber Stuffed with Minced Shrimp,Steamed Sea Cucumber Stuffed with Minced Shrimp,,,,,,,,,
百花酿露笋,zh-CN,China,Steamed Asparagus with Minced Shrimp,Steamed Asparagus with Minced Shrimp,,,,,,,,,
百花酿鲍片,zh-CN,China,Steamed Sliced Abalone with Egg White,Steamed Sliced Abalone with Egg White,,,,,,,,,
百花鲍鱼卷,zh-CN,China,Steamed Abalone Rolls,Steamed Abalone Rolls,,,,,,,,,
皇宫煎鹿柳,zh-CN,China,Pan-Fried Top Class Venison,Pan-Fried Top Class Venison,,,,,,,,,
皮蛋瘦肉粥,zh-CN,"China, Guangdong, Hong Kong",rice porridge with lean pork and sliced century egg mixed in.,congee with lean pork and century egg,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Pork_preserved_duck_egg_congee.jpg,皮蛋瘦肉粥,,traditional,,,"Rice,⚠️ Egg,🐖 Pork",Main
皮蛋豆腐,zh-CN,China,Tofu with Preserved Eggs,Tofu with Preserved Eggs,,,,,,,,,
盆盆肉,zh-CN,China,Lamb Stew,Lamb Stew,,,,,,,,,
盐水虾肉,zh-CN,China,Shrimp Cooked in Brine,Shrimp Cooked in Brine,,,,,,,,,
盐水鸭肝,zh-CN,China,Duck Liver Cooked in Brine,Duck Liver Cooked in Brine,,,,,,,,,
盐水鹅肉,zh-CN,China,Goose Meat Cooked in Brine,Goose Meat Cooked in Brine,,,,,,,,,
盐烤荷叶鸭,zh-CN,China,Salty Baked Duck Wrapped in Lotus Leaf,Salty Baked Duck Wrapped in Lotus Leaf,,,,,,,,,
盐焗鸡,zh-CN,China,Salty-Baked Chicken,Salty-Baked Chicken,,,,,,,,,
盐煎肉,zh-CN,China,Salty Fried Pork Slices,Salty Fried Pork Slices,,,,,,,,,
石烹肥牛,zh-CN,China,Beef Slices Grilled on Stone Plate,Beef Slices Grilled on Stone Plate,,,,,,,,,
砂锅三菌,zh-CN,China,Assorted Mushrooms in Casserole,Assorted Mushrooms in Casserole,,,,,,,,,
砂锅排骨土豆,zh-CN,China,Stewed Spare Ribs and Potatoes in Casserole,Stewed Spare Ribs and Potatoes in Casserole,,,,,,,,,
砂锅海带炖排骨,zh-CN,China,Stewed Spare Ribs and Kelp in Casserole,Stewed Spare Ribs and Kelp in Casserole,,,,,,,,,
砂锅滑鸡,zh-CN,China,Stewed Chicken and Vegetables in Casserole,Stewed Chicken and Vegetables in Casserole,,,,,,,,,
砂锅炒翅,zh-CN,China,Sautéed Shark Fin in Casserole,Sautéed Shark Fin in Casserole,,,,,,,,,
砂锅肚丝翅,zh-CN,China,Braised Shredded Fish Maw and Shark Fin in Casserole,Braised Shredded Fish Maw and Shark Fin in Casserole,,,,,,,,,
砂锅菇丝翅,zh-CN,China,Braised Shredded Mushrooms and Shark Fin in Casserole,Braised Shredded Mushrooms and Shark Fin in Casserole,,,,,,,,,
砂锅裙边翅,zh-CN,China,Braised Shredded Turtle Rim and Shark Fin in Casserole,Braised Shredded Turtle Rim and Shark Fin in Casserole,,,,,,,,,
砂锅鸡煲翅,zh-CN,China,Braised Shark Fin in Chicken Soup,Braised Shark Fin in Chicken Soup,,,,,,,,,
碧绿氽牛蛙,zh-CN,China,Sautéed Bullfrog with Green Vegetables,Sautéed Bullfrog with Green Vegetables,,,,,,,,,
碧绿原汁鲍鱼,zh-CN,China,Braised Abalone with Green Vegetables in Fumet,Braised Abalone with Green Vegetables in Fumet,,,,,,,,,
碧绿叉烧肥肠,zh-CN,China,Steamed Rice Rolls with BBQ Pork Intestines and Vegetables,Steamed Rice Rolls with BBQ Pork Intestines and Vegetables,,,,,,,,,
碧绿干烧澳带,zh-CN,China,Dry-Braised Australian Scallops with Green Vegetabus,Dry-Braised Australian Scallops with Green Vegetabus,,,,,,,,,
碧绿椒麻鱼肚,zh-CN,China,"Braised Fish Maws with Green Vegetables, Pepper and Chili","Braised Fish Maws with Green Vegetables, Pepper and Chili",,,,,,,,,
碧绿香肘扣鲍片,zh-CN,China,Braised Sliced Abalone with Pig Knuckle and Green Vegetables,Braised Sliced Abalone with Pig Knuckle and Green Vegetables,,,,,,,,,
碧绿鲍片,zh-CN,China,Braised Sliced Abalone with Green Vegetables,Braised Sliced Abalone with Green Vegetables,,,,,,,,,
碧绿鲜带子,zh-CN,China,Braised Scallops with Green Vegetables,Braised Scallops with Green Vegetables,,,,,,,,,
碳烧排骨,zh-CN,China,BBQ Spare Ribs,BBQ Spare Ribs,,,,,,,,,
碳烧菠萝骨,zh-CN,China,BBQ Spare Ribs with Pineapple,BBQ Spare Ribs with Pineapple,,,,,,,,,
竹笋青豆,zh-CN,China,Bamboo Shoots and Green Peas,Bamboo Shoots and Green Peas,,,,,,,,,
竹笙笋鸡丝翅,zh-CN,China,Braised Shark Fin Soup with Shredded Chicken and Bamboo Fungus,Braised Shark Fin Soup with Shredded Chicken and Bamboo Fungus,,,,,,,,,
竹筒腊肉,zh-CN,China,Steamed Preserved Pork Steamed in Bamboo Tube,Steamed Preserved Pork Steamed in Bamboo Tube,,,,,,,,,
笋干焖腩肉,zh-CN,China,Braised Pork Tenderloin with Dried Bamboo Shoots,Braised Pork Tenderloin with Dried Bamboo Shoots,,,,,,,,,
符离集烧鸡,zh-CN,China,"Roast Chicken, Fuliji Style","Roast Chicken, Fuliji Style",,,,,,,,,
笼仔剁椒牛蛙,zh-CN,China,Steamed Bullfrog with Chili Pepper,Steamed Bullfrog with Chili Pepper,,,,,,,,,
米粉扣肉,zh-CN,China,Steamed Sliced Pork Belly Coated with Flour,Steamed Sliced Pork Belly Coated with Flour,,,,,,,,,
米粉排骨,zh-CN,China,Steamed Spare Ribs Coated with Flour,Steamed Spare Ribs Coated with Flour,,,,,,,,,
米粉牛肉,zh-CN,China,Steamed Beef Coated with Rice,Steamed Beef Coated with Rice,,,,,,,,,
米粉肉,zh-CN,China,Steamed Pork Coated with Flour,Steamed Pork Coated with Flour,,,,,,,,,
米酱炒蛏肉,zh-CN,China,Sautéed Fresh Clam with Seasoning,Sautéed Fresh Clam with Seasoning,,,,,,,,,
米醋海蜇,zh-CN,China,Jellyfish in Vinegar,Jellyfish in Vinegar,,,,,,,,,
粒香富贵蟹,zh-CN,China,Sautéed Crab Meat Coated with Egg Yolk,Sautéed Crab Meat Coated with Egg Yolk,,,,,,,,,
粥,zh-CN,"China, Guangdong, Hong Kong","savory rice porridge, often served with toppings such as pork, fish, or century eggs",congee,https://en.wikipedia.org/wiki/Congee,https://upload.wikimedia.org/wikipedia/commons/5/58/Chinese_rice_congee.jpg?20200822162409,"zhou, rice porridge",,,,,,Breakfast
糊辣仔鸡,zh-CN,China,Chicken in Hot Sauce,Chicken in Hot Sauce,,,,,,,,,
糊辣基围虾,zh-CN,China,Fried Shrimps with Hot Pepper,Fried Shrimps with Hot Pepper,,,,,,,,,
糖拌西红柿,zh-CN,China,Tomato Slices with Sugar,Tomato Slices with Sugar,,,,,,,,,
糖蒜,zh-CN,China,Pickled Sweet Garlic,Pickled Sweet Garlic,,,,,,,,,
糖醋小排,zh-CN,"China, Shanghai",pork ribs cut into smaller pieces in a sweet and sour marinade,sweet and sour pork ribs,,,,,,,,"⚠️ Soy,🐖 Pork",Main
糖醋排骨,zh-CN,China,Sweet and Sour Spare Ribs,Sweet and Sour Spare Ribs,,,,,,,,,
糖醋白菜墩,zh-CN,China,Sweet and Sour Chinese Cabbage,Sweet and Sour Chinese Cabbage,,,,,,,,,
糖醋里脊,zh-CN,China,Sweet and Sour Pork Tenderloin,Sweet and Sour Pork Tenderloin,,,,,,,,,
糖醋鸡块,zh-CN,China,Chicken Braised in Sweet and Sour Sauce,Chicken Braised in Sweet and Sour Sauce,,,,,,,,,
糟溜鸭三白,zh-CN,China,"Braised Sliced Duck, Duck Webs and Duck Livers in Rice Wine","Braised Sliced Duck, Duck Webs and Duck Livers in Rice Wine",,,,,,,,,
糟蛋,zh-CN,China,Egg Preserved in Rice Wine,Egg Preserved in Rice Wine,,,,,,,,,
糟香毛豆,zh-CN,China,Green Soy Beans in Rice Wine Sauce,Green Soy Beans in Rice Wine Sauce,,,,,,,,,
糟香鹅掌,zh-CN,China,Braised Goose Webs in Rice Wine Sauce,Braised Goose Webs in Rice Wine Sauce,,,,,,,,,
素鸭,zh-CN,China,Marinated Tofu,Marinated Tofu,,,,,,,,,
红心鸭卷,zh-CN,China,Duck Meat Rolls with Duck Yolk,Duck Meat Rolls with Duck Yolk,,,,,,,,,
红扒肘子,zh-CN,China,Braised Pig Knuckle in Brown Sauce,Braised Pig Knuckle in Brown Sauce,,,,,,,,,
红扒鱼翅,zh-CN,China,Braised Shark Fin with Soy Sauce,Braised Shark Fin with Soy Sauce,,,,,,,,,
红曲鸭膀,zh-CN,China,Braised Duck Wings Seasoned with Red Yeast,Braised Duck Wings Seasoned with Red Yeast,,,,,,,,,
红梅蟹粉炒桂花翅,zh-CN,China,Sautéed Shark Fin with Crab Meat and Chinese Herbs,Sautéed Shark Fin with Crab Meat and Chinese Herbs,,,,,,,,,
红汤丸子,zh-CN,China,Pork Meatballs in Tomato Soup,Pork Meatballs in Tomato Soup,,,,,,,,,
红油牛头,zh-CN,China,Ox Head with Chili Oil,Ox Head with Chili Oil,,,,,,,,,
红油牛筋,zh-CN,China,Beef Tendon in Chili Oil,Beef Tendon in Chili Oil,,,,,,,,,
